SAP+NOME,UF,Semana,Ano,preço2,Mg %,Margem Líquida Real %,Preço,Vendas Reais Qtde,Vendas Reais $,Margem Líquida Real $,Venda Líquida Real $,CMV,CMV/QTD
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,13,2018,5.99,0.5628168714825362,56.281687148253624,5.965,18.0,107.32,44.53,79.07,34.54,1.9188888888888889
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,14,2017,4.99,0.49318722899626916,49.31872289962691,4.894761904761904,30.0,147.7,54.269999999999996,108.91,54.64,1.8213333333333332
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,14,2018,5.989999999999999,0.5611301710857174,56.11301710857174,5.989999999999999,23.0,137.77,56.97,101.47999999999999,44.51,1.9352173913043478
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,15,2017,4.99,0.5039466873706006,50.39466873706005,4.99,18.0,89.82000000000001,33.38,66.24,32.86,1.8255555555555556
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,15,2018,5.790000000000001,0.5434018295499862,54.34018295499861,5.790000000000001,18.0,104.82,42.36,77.2,34.84,1.9355555555555557
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,16,2017,4.99,0.5009387002882996,50.093870028829954,4.99,29.0,144.71,53.43,106.69999999999999,53.269999999999996,1.8368965517241378
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,16,2018,5.99,0.5659797742206476,56.597977422064766,5.99,16.0,95.84,39.86,70.62,30.759999999999998,1.9224999999999999
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,17,2017,4.99,0.5027482987367111,50.2748298736711,4.99,22.0,109.78,40.75,80.95,40.2,1.8272727272727274
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,17,2018,5.99,0.5626067338977876,56.260673389778745,5.99,4.0,23.96,9.93,17.65,7.720000000000001,1.9300000000000002
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,18,2017,4.99,0.4936908983451538,49.36908983451538,4.91,21.0,102.79,37.32,75.8,38.480000000000004,1.8323809523809527
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,19,2017,4.99,0.5018716646406635,50.187166464066344,4.976111111111112,44.0,219.06,81.12,161.57999999999998,80.46000000000001,1.8286363636363638
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,20,2017,4.99,0.5058876811594206,50.58876811594206,4.99,8.0,39.92,14.92,29.44,14.52,1.815
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,21,2017,3.275714285714286,0.21766895773289557,21.766895773289555,3.275714285714286,55.0,178.45,30.88,131.47,100.59,1.828909090909091
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,22,2017,4.561428571428571,0.4285378350732311,42.853783507323115,4.49,37.0,150.63,43.22,111.04,67.82,1.8329729729729727
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,23,2017,4.99,0.500679347826087,50.0679347826087,4.99,4.0,19.96,7.37,14.72,7.3500000000000005,1.8375000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,24,2017,4.19,0.4032507521503426,40.32507521503426,4.19,29.0,116.71000000000001,32.95,86.01,53.06,1.8296551724137933
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,25,2017,3.99,0.37707987558865996,37.707987558866,3.99,47.0,187.53000000000003,51.97,138.2,86.23,1.83468085106383
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,26,2017,4.704285714285715,0.46159403296136714,46.159403296136716,4.632857142857143,14.0,62.86,20.830000000000002,46.34,25.51,1.8221428571428573
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,27,2017,4.561428571428571,0.44862220250419027,44.862220250419035,4.561428571428571,20.0,88.8,28.86,65.46000000000001,36.6,1.83
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,28,2017,4.704285714285715,0.4606640258415587,46.066402584155874,4.668571428571428,37.0,171.13,58.13,126.16999999999999,68.04,1.838918918918919
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,29,2017,4.99,0.4971707628909987,49.71707628909985,4.956666666666667,50.0,247.5,90.51,182.51,92.0,1.84
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,30,2017,4.99,0.5002749777621275,50.02749777621274,4.99,25.0,124.75,46.04,91.98,45.94,1.8376
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,31,2017,4.99,0.5002523804590115,50.02523804590114,4.99,37.0,184.63,68.09,136.13,68.04,1.838918918918919
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,32,2017,4.99,0.41479938362347696,41.47993836234769,4.99,41.0,204.59,69.06,148.25,79.19,1.9314634146341463
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,33,2017,4.99,0.49958334280907435,49.95833428090743,4.99,32.0,159.68,58.79,117.73,58.94,1.841875
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,34,2017,4.99,0.4987083410028192,49.870834100281925,4.99,21.0,104.79,38.56,77.25999999999999,38.7,1.842857142857143
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,35,2017,4.99,0.5023399758454107,50.233997584541065,4.99,18.0,89.82000000000001,33.14,66.24,33.1,1.838888888888889
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,36,2017,4.99,0.5047553663895928,50.475536638959284,4.99,17.0,84.83,31.360000000000003,62.550000000000004,31.19,1.8347058823529412
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,37,2017,4.704285714285715,0.43241035230589314,43.24103523058932,4.575,14.0,61.56,19.13,45.37,26.24,1.874285714285714
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,38,2017,4.847142857142857,0.449125327469457,44.9125327469457,4.752857142857144,20.0,98.14,34.77,72.37,37.6,1.8800000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,39,2017,4.99,0.48052536231884047,48.05253623188404,4.99,16.0,79.84,28.39,58.879999999999995,30.49,1.905625
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,40,2017,4.99,0.482350948509485,48.2350948509485,4.99,13.0,64.87,23.16,47.85,24.689999999999998,1.899230769230769
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,41,2017,5.156666666666667,0.491081933116101,49.1081933116101,5.073333333333333,16.0,80.84,29.159999999999997,59.629999999999995,30.47,1.904375
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,42,2017,5.823333333333333,0.501789843636236,50.178984363623606,5.251111111111112,14.0,73.36,27.16,54.120000000000005,26.96,1.9257142857142857
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,43,2017,5.989999999999999,0.5267489711934157,52.67489711934157,5.489999999999999,7.0,38.43,14.940000000000001,28.35,13.41,1.9157142857142857
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,44,2017,5.99,0.4782857834491822,47.82857834491822,5.49,14.0,76.86,26.52,55.26,28.740000000000002,2.052857142857143
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,45,2017,5.704285714285715,0.5115470463377981,51.154704633779815,5.311428571428571,24.0,125.76,47.07,92.8,45.73,1.9054166666666665
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,46,2017,5.989999999999999,0.5344885665056341,53.448856650563414,5.484444444444446,24.0,131.26,52.160000000000004,96.82,44.66,1.8608333333333331
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,47,2017,5.989999999999999,0.5323152568039345,53.231525680393446,5.489999999999999,33.0,181.17,70.94,133.71,62.769999999999996,1.902121212121212
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,48,2017,5.99,0.5278745006256049,52.78745006256049,5.49,30.0,164.7,64.22,121.55,57.33,1.911
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,49,2017,4.275714285714286,0.3784897485310883,37.84897485310883,4.204285714285715,42.0,176.57999999999998,50.61,130.19,79.58,1.8947619047619046
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,50,2017,3.9899999999999998,0.3510126015089567,35.10126015089567,3.9899999999999998,46.0,183.54,47.410000000000004,135.25,87.84,1.9095652173913045
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,51,2017,3.9899999999999998,0.34570546255182383,34.570546255182386,3.9824812030075187,50.0,198.5,50.57,146.26,95.69,1.9138
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PA,52,2017,4.156666666666667,0.357602355085602,35.7602355085602,4.031666666666667,34.0,137.16,36.269999999999996,101.08,64.81,1.9061764705882354
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,1,2017,4.823333333333333,0.47239917074766846,47.23991707476685,4.712222222222222,11.0,51.89,18.18,37.739999999999995,19.560000000000002,1.7781818181818183
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,1,2018,4.790000000000001,0.42601158067582745,42.601158067582745,4.590000000000001,6.0,26.94,8.36,19.58,11.22,1.87
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,2,2017,4.99,0.5035823262309354,50.35823262309354,4.956666666666666,13.0,63.870000000000005,23.09,46.44,23.35,1.7961538461538462
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,2,2018,3.9899999999999998,0.3499146163848271,34.99146163848271,3.9899999999999998,22.0,87.78,22.31,63.809999999999995,41.5,1.8863636363636365
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,3,2017,4.99,0.5057802837790513,50.57802837790513,4.99,23.0,114.77000000000001,42.230000000000004,83.47,41.24,1.7930434782608697
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,3,2018,3.99,0.3383908045977013,33.83908045977014,3.99,7.0,27.93,7.0,20.3,13.3,1.9000000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,4,2017,4.99,0.5016069788797063,50.16069788797062,4.99,14.0,69.86,25.47,50.82,25.35,1.8107142857142857
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,4,2018,4.49,0.38558215812263325,38.55821581226333,4.365,14.0,57.36000000000001,14.95,41.699999999999996,26.75,1.9107142857142858
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,5,2017,3.99,0.3343843709180208,33.43843709180208,3.99,21.0,78.79,19.3,57.28,37.980000000000004,1.8085714285714287
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,6,2017,3.3233333333333337,0.22942357552945633,22.942357552945634,3.24,16.0,53.84,10.870000000000001,39.129999999999995,28.259999999999998,1.7662499999999999
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,6,2018,5.99,0.518796992481203,51.8796992481203,5.49,1.0,5.49,2.07,3.99,1.92,1.92
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,7,2017,3.49,0.26362893266776366,26.362893266776368,3.49,9.0,30.910000000000004,6.26,22.46,16.2,1.7999999999999998
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,7,2018,4.99,0.4342119666983555,43.42119666983555,4.74,5.0,24.45,8.309999999999999,17.77,9.46,1.8920000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,8,2017,3.99,0.329956456056163,32.9956456056163,3.99,2.0,7.98,2.16,5.8,3.64,1.82
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,8,2018,3.99,0.35028735632183927,35.028735632183924,3.99,6.0,23.94,6.03,17.4,11.37,1.8949999999999998
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,9,2017,4.99,0.5082644628099174,50.826446280991746,4.99,2.0,9.98,3.69,7.26,3.5700000000000003,1.7850000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,9,2018,3.99,0.3316093934424933,33.16093934424933,3.99,10.0,39.900000000000006,9.63,29.009999999999998,19.38,1.938
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,10,2017,4.99,0.513774104683196,51.377410468319596,4.99,4.0,19.96,7.46,14.52,7.0600000000000005,1.7650000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,10,2018,4.323333333333333,0.36824650084246735,36.824650084246734,4.24,4.0,17.46,4.97,12.69,7.72,1.93
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,11,2017,4.99,0.49862258953168065,49.862258953168066,4.99,5.0,24.950000000000003,9.05,18.15,9.1,1.8199999999999998
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,11,2018,5.99,0.5186330971358307,51.86330971358308,5.49,5.0,27.450000000000003,10.37,19.96,9.59,1.918
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,12,2017,2.99,0.1631294974684585,16.31294974684585,2.9828571428571435,36.0,107.03999999999999,12.49,77.78999999999999,65.3,1.8138888888888889
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,12,2018,5.99,0.513784461152882,51.3784461152882,5.49,2.0,10.98,4.1,7.98,3.88,1.94
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,13,2017,4.19,0.378289585831299,37.828958583129875,4.19,8.0,29.92,7.54,21.759999999999998,14.22,1.7775
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,13,2018,5.989999999999999,0.5545338441890167,55.45338441890167,5.989999999999999,7.0,41.93,16.92,30.480000000000004,13.559999999999999,1.937142857142857
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,14,2017,4.99,0.498622589531681,49.8622589531681,4.99,1.0,4.99,1.81,3.63,1.82,1.82
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,14,2018,5.989999999999999,0.5559386973180077,55.593869731800766,5.989999999999999,5.0,29.950000000000003,12.100000000000001,21.75,9.65,1.9300000000000002
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,15,2017,4.99,0.501377410468319,50.1377410468319,4.99,1.0,4.99,1.82,3.63,1.81,1.81
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,15,2018,5.99,0.555683122847302,55.5683122847302,5.99,2.0,11.98,4.84,8.71,3.87,1.935
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,16,2017,4.99,0.5094123048668504,50.94123048668505,4.99,8.0,39.92,14.81,29.04,14.23,1.77875
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,16,2018,5.99,0.554022988505747,55.4022988505747,5.99,1.0,5.99,2.41,4.35,1.94,1.94
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,17,2017,4.99,0.5142332415059685,51.42332415059685,4.99,4.0,19.96,7.4399999999999995,14.52,7.08,1.77
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,18,2017,4.99,0.5105601469237829,51.056014692378305,4.99,4.0,19.96,7.37,14.52,7.15,1.7875
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,19,2017,4.99,0.5030799945540073,50.30799945540073,4.99,22.0,109.78,40.17,79.87,39.7,1.8045454545454547
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,21,2017,2.99,0.17894897797017625,17.894897797017624,2.99,24.0,71.76,9.42,52.14,42.72,1.78
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,22,2017,4.590000000000001,0.4384733410049866,43.84733410049864,4.590000000000001,9.0,36.910000000000004,10.67,26.84,16.17,1.7966666666666669
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,23,2017,4.323333333333333,0.40720781336617135,40.7207813366171,4.323333333333333,4.0,17.96,5.97,13.059999999999999,7.09,1.7725
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,24,2017,3.99,0.3632745111931,36.32745111931,3.89,13.0,51.07,13.770000000000001,37.12,23.35,1.7961538461538462
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,25,2017,3.99,0.3766283524904213,37.66283524904213,3.99,5.0,19.950000000000003,5.550000000000001,14.5,8.95,1.7899999999999998
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,26,2017,4.323333333333333,0.4233352332098413,42.333523320984135,4.323333333333333,4.0,16.96,5.15,12.33,7.18,1.795
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,27,2017,4.390000000000001,0.4331678540894842,43.31678540894842,4.390000000000001,11.0,45.89,13.68,33.36,19.68,1.789090909090909
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,28,2017,4.561428571428571,0.43643140243526685,43.64314024352668,4.49,26.0,109.74000000000001,32.36,79.78,47.42,1.823846153846154
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,29,2017,4.99,0.5041296994004213,50.41296994004213,4.99,6.0,29.94,10.89,21.77,10.879999999999999,1.8133333333333332
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,30,2017,4.99,0.5,50.0,4.99,2.0,9.98,3.63,7.26,3.63,1.815
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,31,2017,4.99,0.4947199265381085,49.471992653810844,4.99,5.0,24.950000000000003,8.99,18.15,9.16,1.832
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,32,2017,4.99,0.504591368227732,50.45913682277317,4.99,4.0,19.96,7.279999999999999,14.52,7.24,1.81
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,33,2017,4.99,0.496556473829201,49.6556473829201,4.99,6.0,29.94,10.84,21.78,10.94,1.8233333333333333
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,34,2017,4.99,0.5068870523415979,50.68870523415973,4.99,3.0,14.97,5.52,10.89,5.37,1.79
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,35,2017,4.99,0.5055096418732784,50.55096418732783,4.99,4.0,19.96,7.29,14.52,7.23,1.8075
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,36,2017,4.99,0.516069788797062,51.6069788797062,4.99,3.0,14.97,5.62,10.89,5.27,1.7566666666666666
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,38,2017,4.99,0.49862258953168,49.862258953168,4.99,2.0,9.98,3.62,7.26,3.64,1.82
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,39,2017,4.99,0.46918890327250456,46.91889032725046,4.99,12.0,59.88,20.43,43.55,23.119999999999997,1.9266666666666665
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,40,2017,4.99,0.4981634527089075,49.8163452708907,4.99,4.0,19.96,7.21,14.52,7.3100000000000005,1.8275000000000001
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,41,2017,4.99,0.46887052341597785,46.88705234159778,4.99,5.0,24.950000000000003,8.51,18.15,9.64,1.9280000000000002
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,42,2017,5.99,0.513784461152882,51.3784461152882,5.49,2.0,10.98,4.1,7.98,3.88,1.94
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,43,2017,5.989999999999999,0.532745943013847,53.27459430138473,5.489999999999999,7.0,38.43,14.61,27.94,13.33,1.9042857142857144
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,44,2017,5.99,0.518796992481203,51.8796992481203,5.49,2.0,10.98,4.14,7.98,3.84,1.92
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,45,2017,5.99,0.516290726817043,51.6290726817043,5.49,1.0,5.49,2.06,3.99,1.93,1.93
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,46,2017,5.656666666666666,0.5097682464037533,50.976824640375334,5.323333333333333,6.0,31.94,11.850000000000001,23.23,11.38,1.8966666666666667
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,47,2017,5.99,0.518796992481203,51.8796992481203,5.49,1.0,5.49,2.07,3.99,1.92,1.92
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,48,2017,5.99,0.5294486215538845,52.94486215538845,5.49,4.0,21.96,8.45,15.96,7.51,1.8775
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,49,2017,4.24,0.36880900484312273,36.88090048431228,4.1775,16.0,66.84,18.1,48.6,30.5,1.90625
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,50,2017,3.99,0.349712643678161,34.9712643678161,3.99,13.0,51.870000000000005,13.61,37.7,24.09,1.853076923076923
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,51,2017,3.9899999999999998,0.3604269293924466,36.04269293924465,3.9899999999999998,12.0,47.88,12.379999999999999,34.8,22.419999999999998,1.8683333333333332
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PB,52,2017,4.24,0.3752546168860418,37.525461688604175,4.1775,8.0,33.42,9.19,24.29,15.1,1.8875
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,1,2017,4.99,0.504975602225491,50.497560222549104,4.942380952380953,28.0,138.72,51.14,101.07000000000001,49.93,1.7832142857142856
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,1,2018,5.989999999999999,0.519741895976652,51.9741895976652,5.489999999999999,13.0,71.37,27.04,51.99,24.95,1.919230769230769
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,2,2017,4.99,0.49908942674320267,49.908942674320265,4.923333333333333,19.0,92.81,33.55,67.68,34.13,1.7963157894736843
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,2,2018,4.132857142857143,0.3455930655068416,34.559306550684155,4.00530612244898,45.0,181.05,45.67,131.85,86.18,1.9151111111111112
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,3,2017,4.99,0.5047189764954015,50.47189764954015,4.9491836734693875,27.0,130.73,47.49,95.24,47.75,1.7685185185185186
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,3,2018,3.99,0.3476936112960792,34.769361129607915,3.99,47.0,187.53,47.17,136.58,89.41,1.9023404255319147
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,4,2017,4.99,0.5054392222850819,50.54392222850819,4.99,26.0,129.74,47.83,94.58,46.75,1.7980769230769231
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,4,2018,4.49,0.38175558301737467,38.17555830173747,4.33375,30.0,130.20000000000002,37.18,94.79,57.61,1.9203333333333332
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,5,2017,4.132857142857143,0.3577380331877856,35.77380331877857,4.132857142857143,66.0,249.34,61.86,181.18,119.32,1.8078787878787879
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,5,2018,5.99,0.5237743074443056,52.37743074443056,5.49,22.0,120.78,46.019999999999996,87.97999999999999,41.96,1.9072727272727272
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,6,2017,3.275714285714286,0.21493543040196156,21.49354304019616,3.222142857142857,78.0,246.22,39.7,179.36,139.66,1.7905128205128205
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,6,2018,5.989999999999999,0.5176454074537614,51.764540745376145,5.489999999999999,14.0,76.86,28.96,55.980000000000004,27.02,1.93
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,7,2017,3.49,0.26275028293357017,26.275028293357014,3.49,37.0,122.63,22.69,89.34,66.65,1.8013513513513515
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,7,2018,5.99,0.5202500000000001,52.025,5.49,10.0,54.9,20.85,40.0,19.15,1.9149999999999998
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,8,2017,4.323333333333333,0.375900664806536,37.5900664806536,4.24,36.0,127.64000000000001,26.1,91.61,65.51,1.8197222222222225
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,8,2018,3.9899999999999998,0.33445754432859526,33.445754432859516,3.9899999999999998,23.0,91.77,22.44,66.85,44.41,1.930869565217391
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,9,2017,4.74,0.44900145246582873,44.9001452465829,4.573333333333332,13.0,58.870000000000005,19.25,42.910000000000004,23.66,1.82
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,9,2018,3.9899999999999998,0.3415856337818536,34.158563378185356,3.9899999999999998,48.0,191.51999999999998,47.79,139.48000000000002,91.69,1.9102083333333333
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,10,2017,4.99,0.5031884160222808,50.31884160222806,4.99,14.0,69.86,25.71,50.92,25.21,1.8007142857142857
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,10,2018,5.561428571428571,0.48245629469548756,48.24562946954876,5.168571428571428,18.0,89.82,30.799999999999997,65.44,34.64,1.9244444444444444
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,11,2017,4.99,0.49495635570103647,49.49563557010364,4.99,12.0,59.88000000000001,21.36,43.22,21.86,1.8216666666666665
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,11,2018,5.823333333333333,0.5081168492024307,50.81168492024307,5.406666666666666,16.0,84.84,30.86,61.79,30.93,1.933125
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,12,2017,3.275714285714286,0.21400582264121829,21.400582264121827,3.275714285714286,52.0,159.48,21.82,116.2,94.38,1.815
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,12,2018,5.823333333333333,0.5088621400596292,50.88621400596292,5.406666666666666,12.0,64.38,23.689999999999998,46.89,23.2,1.9333333333333333
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,13,2017,4.24,0.3914168609702633,39.14168609702632,4.24,11.0,40.89,9.95,29.810000000000002,19.86,1.8054545454545454
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,13,2018,5.99,0.5538826923737632,55.38826923737632,5.9085,13.0,76.24,30.650000000000002,55.480000000000004,24.83,1.91
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,14,2017,4.823333333333333,0.47936179241576266,47.93617924157627,4.823333333333333,14.0,67.86,23.990000000000002,49.49,25.5,1.8214285714285714
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,14,2018,5.989999999999999,0.556005897270723,55.600589727072304,5.989999999999999,24.0,143.76,58.2,104.63000000000001,46.43,1.9345833333333333
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,15,2017,4.99,0.4988211214016873,49.88211214016873,4.99,17.0,84.83,30.92,61.85,30.93,1.8194117647058823
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,15,2018,5.99,0.5572500500321258,55.72500500321259,5.99,15.0,89.85,36.44,65.37,28.93,1.9286666666666668
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,16,2017,4.99,0.5022319066765422,50.22319066765422,4.99,7.0,34.93,12.8,25.47,12.67,1.81
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,16,2018,5.99,0.556288638738601,55.6288638738601,5.99,24.0,143.76,58.26,104.63,46.37,1.9320833333333332
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,17,2017,4.99,0.5079704743774406,50.79704743774406,4.99,9.0,44.910000000000004,16.67,32.75,16.080000000000002,1.7866666666666668
000000000002158154 - T VISITA P BORDA DESIRE AGUA 6243,PE,17,2018,5.99,0.5556192660550461,55.561926605504595,5.99,3.0,17.97,7.27,13.080000000000002,5.8100000000000005,1.9366666666666668
