GrpProd;UF;Ano;Mes;Dia;QTD;Preço;CMV/QTD;DPPsic
0.0;CE;2017;11;6;49.0;8.969591836734693;4.68938775510204;0.14285714285714285
0.0;CE;2017;11;7;49.0;8.724693877551022;4.62734693877551;0.30612244897959184
0.0;CE;2017;11;8;45.0;8.790000000000001;4.688666666666667;0.5111111111111111
0.0;CE;2017;11;9;50.0;8.630000000000003;4.6854000000000005;0.4
0.0;CE;2017;11;10;48.0;8.656666666666666;4.557708333333333;1.0
0.0;CE;2017;11;11;53.0;8.597547169811321;4.619433962264151;0.0
0.0;CE;2017;11;12;40.0;8.547500000000001;4.5085;0.0
0.0;CE;2017;11;13;44.0;8.64909090909091;4.464545454545455;0.5227272727272727
0.0;CE;2017;11;14;56.0;8.347142857142858;4.555892857142857;0.8035714285714286
0.0;CE;2017;11;15;51.0;8.30372549019608;4.54764705882353;1.0
0.0;CE;2017;11;16;58.0;8.203793103448279;4.5825862068965515;0.22413793103448276
0.0;CE;2017;11;17;71.0;7.956197183098593;4.7243661971831;0.19718309859154928
0.0;CE;2017;11;18;82.0;7.980243902439025;4.655731707317073;0.7926829268292683
0.0;CE;2017;11;19;48.0;7.989999999999999;4.758333333333333;1.0
0.0;CE;2017;11;20;100.0;7.99;4.5308;1.0
0.0;CE;2017;11;21;70.0;7.967142857142858;4.733;0.7571428571428571
0.0;CE;2017;11;22;70.0;8.001428571428571;4.680000000000001;0.8857142857142857
0.0;CE;2017;11;23;93.0;7.516881720430107;4.575591397849463;0.0
0.0;CE;2017;11;27;203.0;7.147635467980301;4.576699507389162;0.21182266009852216
0.0;CE;2017;11;28;146.0;7.2023287671232925;4.650410958904109;0.18493150684931506
0.0;CE;2017;11;29;172.0;7.10046511627907;4.441918604651163;0.8837209302325582
0.0;CE;2017;11;30;166.0;7.134578313253011;4.636686746987952;1.0
0.0;CE;2017;12;1;202.0;7.143465346534653;4.570742574257426;1.0
0.0;CE;2017;12;2;137.0;7.194379562043796;4.5289781021897815;1.0
0.0;CE;2017;12;3;119.0;7.171512605042016;4.52109243697479;0.4369747899159664
0.0;CE;2017;12;4;172.0;7.164418604651164;4.603837209302326;1.0
0.0;CE;2017;12;5;145.0;7.196896551724139;4.503655172413793;1.0
0.0;CE;2017;12;6;123.0;7.095691056910569;4.381626016260162;1.0
0.0;CE;2017;12;7;130.0;7.251538461538462;4.594384615384615;1.0
0.0;CE;2017;12;8;143.0;7.280909090909093;4.423986013986013;0.24475524475524477
0.0;CE;2017;12;9;137.0;7.187080291970803;4.5706569343065695;1.0
0.0;CE;2017;12;10;108.0;7.267777777777779;4.605925925925925;1.0
0.0;CE;2017;12;11;148.0;7.233243243243243;4.546621621621622;1.0
0.0;CE;2017;12;12;126.0;7.228095238095238;4.309444444444445;1.0
0.0;CE;2017;12;13;81.0;7.269012345679012;4.505555555555556;0.7407407407407407
0.0;CE;2017;12;14;129.0;7.315581395348837;4.483255813953488;1.0
0.0;CE;2017;12;15;221.0;6.4651131221719496;4.479366515837104;0.0
0.0;CE;2017;12;16;206.0;6.353106796116509;4.467087378640777;0.09223300970873786
0.0;CE;2017;12;17;224.0;6.1837500000000025;4.542723214285714;0.17410714285714285
0.0;CE;2017;12;18;79.0;6.473544303797472;4.439620253164557;0.0
0.0;CE;2017;12;19;239.0;6.213430962343097;4.476987447698745;0.03765690376569038
0.0;CE;2017;12;20;94.0;6.47936170212766;4.285;1.0
0.0;CE;2017;12;21;116.0;6.662413793103449;4.42698275862069;1.0
0.0;CE;2017;12;22;33.0;7.99;4.792727272727273;1.0
0.0;CE;2017;12;23;109.0;6.7239449541284415;4.359266055045871;1.0
0.0;CE;2017;12;24;173.0;6.22121387283237;4.446589595375722;1.0
0.0;CE;2017;12;26;164.0;6.1119512195122;4.213841463414634;0.0
0.0;DF;2017;1;2;58.0;7.78310344827586;4.579655172413793;0.0
0.0;DF;2017;1;3;54.0;7.990000000000001;4.645740740740741;1.0
0.0;DF;2017;1;4;41.0;7.990000000000001;4.656829268292683;1.0
0.0;DF;2017;1;5;46.0;7.99;4.649782608695652;1.0
0.0;DF;2017;1;6;41.0;7.990000000000001;4.647317073170732;1.0
0.0;DF;2017;1;7;48.0;7.989999999999999;4.658125;1.0
0.0;DF;2017;1;8;13.0;7.99;4.646923076923077;1.0
0.0;DF;2017;1;9;45.0;7.99;4.648666666666666;1.0
0.0;DF;2017;1;10;43.0;7.99;4.655116279069767;1.0
0.0;DF;2017;1;11;30.0;7.99;4.649333333333333;1.0
0.0;DF;2017;1;12;32.0;7.99;4.6515625;1.0
0.0;DF;2017;1;13;34.0;7.990000000000001;4.6505882352941175;1.0
0.0;DF;2017;1;14;44.0;7.97181818181818;4.647954545454545;0.0
0.0;DF;2017;1;15;13.0;7.99;4.648461538461539;1.0
0.0;DF;2017;1;16;33.0;7.99;4.648484848484848;1.0
0.0;DF;2017;1;17;39.0;7.99;4.65;1.0
0.0;DF;2017;1;18;39.0;7.96948717948718;4.645897435897436;0.0
0.0;DF;2017;1;19;34.0;7.966470588235289;4.650294117647059;0.0
0.0;DF;2017;1;20;28.0;7.99;4.650357142857144;1.0
0.0;DF;2017;1;21;36.0;7.96777777777778;4.648611111111111;0.0
0.0;DF;2017;1;22;10.0;7.99;4.659000000000001;1.0
0.0;DF;2017;1;23;31.0;7.99;4.65258064516129;1.0
0.0;DF;2017;1;24;18.0;7.989999999999999;4.646111111111111;1.0
0.0;DF;2017;1;25;22.0;7.99;4.651818181818182;1.0
0.0;DF;2017;1;26;23.0;7.99;4.652173913043479;1.0
0.0;DF;2017;1;27;16.0;7.99;4.651875;1.0
0.0;DF;2017;1;28;67.0;6.66910447761194;4.65955223880597;0.0
0.0;DF;2017;1;29;22.0;7.171818181818181;4.655454545454545;0.0
0.0;DF;2017;1;30;39.0;7.913076923076921;4.651794871794872;0.0
0.0;DF;2017;1;31;38.0;7.968947368421049;4.650789473684211;0.0
0.0;DF;2017;2;1;50.0;7.614;4.6514;0.0
0.0;DF;2017;2;2;25.0;7.99;4.6496;1.0
0.0;DF;2017;2;3;34.0;7.990000000000001;4.64764705882353;1.0
0.0;DF;2017;2;4;38.0;7.911052631578951;4.651578947368421;0.0
0.0;DF;2017;2;5;14.0;7.99;4.645714285714286;1.0
0.0;DF;2017;2;6;28.0;7.99;4.65;1.0
0.0;DF;2017;2;7;34.0;7.990000000000001;4.652647058823529;1.0
0.0;DF;2017;2;8;31.0;7.99;4.6490322580645165;1.0
0.0;DF;2017;2;9;32.0;7.99;4.653125;1.0
0.0;DF;2017;2;10;33.0;7.99;4.656666666666666;1.0
0.0;DF;2017;2;11;50.0;7.99;4.657;1.0
0.0;DF;2017;2;12;22.0;7.99;4.649090909090909;1.0
0.0;DF;2017;2;13;22.0;7.99;4.65;1.0
0.0;DF;2017;2;14;38.0;8.07421052631579;4.651578947368421;0.0
0.0;DF;2017;2;15;25.0;7.99;4.6488;1.0
0.0;DF;2017;2;16;38.0;7.92684210526316;4.648421052631579;0.0
0.0;DF;2017;2;19;62.0;5.97064516129032;4.64983870967742;0.0
0.0;DF;2017;2;20;78.0;5.98230769230769;4.650384615384616;0.0
0.0;DF;2017;2;21;29.0;7.99;4.660344827586207;1.0
0.0;DF;2017;2;22;24.0;7.989999999999999;4.650833333333334;1.0
0.0;DF;2017;2;23;45.0;7.99;4.65;1.0
0.0;DF;2017;2;24;26.0;7.99;4.648846153846154;1.0
0.0;DF;2017;2;25;27.0;7.990000000000001;4.652962962962963;1.0
0.0;DF;2017;2;26;31.0;7.50612903225806;4.647741935483872;0.0
0.0;DF;2017;2;27;19.0;7.832105263157889;4.656842105263158;0.0
0.0;DF;2017;2;28;11.0;7.99;4.648181818181818;1.0
0.0;DF;2017;3;1;29.0;7.88655172413793;4.650344827586207;0.0
0.0;DF;2017;3;2;25.0;7.99;4.6504;1.0
0.0;DF;2017;3;4;43.0;7.99;4.65093023255814;1.0
0.0;DF;2017;3;5;19.0;7.832105263157889;4.6489473684210525;0.0
0.0;DF;2017;3;6;31.0;7.99;4.555483870967742;1.0
0.0;DF;2017;3;7;44.0;7.99;4.5838636363636365;1.0
0.0;DF;2017;3;8;44.0;7.99;4.652045454545455;1.0
0.0;DF;2017;3;9;33.0;7.99;4.6103030303030295;1.0
0.0;DF;2017;3;10;36.0;7.96777777777778;4.578055555555555;0.0
0.0;DF;2017;3;11;31.0;7.99;4.474516129032258;1.0
0.0;DF;2017;3;12;22.0;7.99;4.524090909090909;1.0
0.0;DF;2017;3;13;34.0;7.91941176470588;4.6129411764705885;0.0
0.0;DF;2017;4;4;60.0;4.99;4.179166666666666;1.0
0.0;DF;2017;6;5;14.0;6.99;6.159999999999999;1.0
0.0;DF;2017;6;7;4.0;9.99;6.62;1.0
0.0;DF;2017;6;9;13.0;7.75923076923077;6.327692307692308;0.0
0.0;DF;2017;6;10;24.0;8.323333333333334;6.722916666666666;1.0
0.0;DF;2017;6;12;14.0;7.99;6.0807142857142855;1.0
0.0;DF;2017;6;14;8.0;9.99;6.61625;1.0
0.0;DF;2017;6;15;10.0;7.99;6.85;1.0
0.0;DF;2017;6;16;8.0;9.74;6.6175;0.0
0.0;DF;2017;6;19;4.0;9.99;6.6175;1.0
0.0;DF;2017;6;20;12.0;7.989999999999999;6.146666666666667;1.0
0.0;DF;2017;6;21;26.0;8.028461538461537;6.471923076923076;0.19230769230769232
0.0;DF;2017;6;22;16.0;7.3775;6.346875;0.0
0.0;DF;2017;6;23;27.0;7.990000000000001;6.680740740740741;1.0
0.0;DF;2017;6;24;28.0;8.239999999999997;6.648928571428572;0.17857142857142858
0.0;DF;2017;6;26;18.0;8.545555555555556;6.859444444444445;1.0
0.0;DF;2017;6;27;17.0;9.284117647058823;6.5858823529411765;1.0
0.0;DF;2017;6;28;6.0;9.99;6.614999999999999;1.0
0.0;DF;2017;6;29;5.0;9.99;6.618;1.0
0.0;DF;2017;6;30;14.0;9.275714285714287;6.382857142857143;1.0
0.0;DF;2017;7;1;11.0;8.99;6.640909090909091;1.0
0.0;DF;2017;7;2;14.0;8.99;6.916428571428571;1.0
0.0;DF;2017;7;3;12.0;8.83166666666667;6.659166666666667;0.0
0.0;DF;2017;7;4;10.0;8.99;6.726000000000001;1.0
0.0;DF;2017;7;6;18.0;9.212222222222222;6.963333333333334;1.0
0.0;DF;2017;7;7;14.0;8.99;6.776428571428572;1.0
0.0;DF;2017;7;8;19.0;8.99;7.041052631578947;1.0
0.0;DF;2017;7;10;15.0;9.256666666666666;6.931333333333333;1.0
0.0;DF;2017;7;11;13.0;8.99;7.118461538461539;1.0
0.0;DF;2017;7;12;14.0;8.99;6.824285714285715;1.0
0.0;DF;2017;7;13;12.0;8.99;6.989999999999999;1.0
0.0;DF;2017;7;15;21.0;9.180476190476192;6.813809523809524;1.0
0.0;DF;2017;7;16;10.0;8.99;7.109;1.0
0.0;DF;2017;7;17;17.0;9.342941176470587;6.658823529411764;1.0
0.0;DF;2017;7;18;14.0;8.99;7.0685714285714285;1.0
0.0;DF;2017;7;19;12.0;8.99;7.086666666666667;1.0
0.0;DF;2017;7;24;8.0;9.99;6.615;1.0
0.0;DF;2017;7;28;16.0;7.9275;7.048125;0.0
0.0;DF;2017;7;29;11.0;7.99;7.068181818181818;1.0
0.0;DF;2017;8;1;17.0;7.990000000000001;7.042941176470588;1.0
0.0;DF;2017;8;2;15.0;7.99;6.949333333333333;1.0
0.0;DF;2017;8;3;18.0;7.945555555555561;7.138333333333334;0.0
0.0;DF;2017;8;4;15.0;7.99;6.954;1.0
0.0;DF;2017;8;5;26.0;7.99;6.786538461538461;1.0
0.0;DF;2017;8;6;10.0;7.99;7.029999999999999;1.0
0.0;DF;2017;8;7;14.0;7.99;6.94;1.0
0.0;DF;2017;8;8;14.0;7.99;6.931428571428573;1.0
0.0;DF;2017;8;9;11.0;7.99;6.972727272727273;1.0
0.0;DF;2017;8;10;13.0;7.99;6.8538461538461535;1.0
0.0;DF;2017;8;18;20.0;8.99;7.089499999999999;1.0
0.0;DF;2017;8;19;12.0;8.99;7.0425;1.0
0.0;DF;2017;8;21;10.0;8.99;7.059;1.0
0.0;DF;2017;8;22;12.0;8.40666666666667;6.87;0.0
0.0;DF;2017;8;23;11.0;7.89909090909091;7.092727272727273;0.0
0.0;DF;2017;8;29;12.0;7.989999999999999;7.094166666666666;1.0
0.0;DF;2017;8;30;29.0;8.265862068965518;7.038620689655173;1.0
0.0;DF;2017;8;31;20.0;7.99;6.7;1.0
0.0;DF;2017;9;1;8.0;9.99;6.75;1.0
0.0;DF;2017;9;6;14.0;10.132857142857139;6.7250000000000005;0.0
0.0;DF;2017;9;8;7.0;9.99;6.75;1.0
0.0;DF;2017;9;11;16.0;8.74;7.115;0.0
0.0;DF;2017;9;12;17.0;9.107647058823533;6.731764705882353;0.23529411764705882
0.0;DF;2017;9;13;19.0;9.411052631578947;6.98;1.0
0.0;DF;2017;9;14;15.0;8.69;7.124666666666667;0.0
0.0;DF;2017;9;15;5.0;9.99;6.68;1.0
0.0;DF;2017;9;16;15.0;9.256666666666666;6.991333333333333;1.0
0.0;DF;2017;9;18;22.0;9.49;6.929090909090909;1.0
0.0;DF;2017;9;19;20.0;9.290000000000001;6.995;1.0
0.0;DF;2017;9;20;10.0;8.99;7.138;1.0
0.0;DF;2017;9;21;11.0;8.99;7.1463636363636365;1.0
0.0;DF;2017;9;26;5.0;9.99;6.688;1.0
0.0;DF;2017;9;27;15.0;8.99;7.1066666666666665;1.0
0.0;DF;2017;9;29;38.0;8.200526315789475;6.938421052631578;1.0
0.0;DF;2017;9;30;21.0;8.370952380952382;6.738095238095238;1.0
0.0;DF;2017;10;1;21.0;7.990000000000001;6.950952380952381;1.0
0.0;DF;2017;10;2;33.0;8.474848484848485;6.91969696969697;1.0
0.0;DF;2017;10;3;5.0;9.99;6.688;1.0
0.0;DF;2017;10;4;6.0;9.49;6.691666666666666;0.0
0.0;DF;2017;10;6;10.0;8.99;5.473;1.0
0.0;DF;2017;10;7;28.0;9.49;5.748571428571429;0.6428571428571429
0.0;DF;2017;10;8;8.0;9.99;5.78625;1.0
0.0;DF;2017;10;9;11.0;8.99;6.195454545454546;1.0
0.0;DF;2017;10;10;16.0;9.114999999999998;6.083125;0.25
0.0;DF;2017;10;11;24.0;9.573333333333334;5.947083333333333;1.0
0.0;DF;2017;10;14;14.0;8.99;5.769285714285714;1.0
0.0;DF;2017;10;16;28.0;9.275714285714287;5.476071428571428;1.0
0.0;DF;2017;10;17;18.0;9.156666666666666;5.83;0.7777777777777778
0.0;DF;2017;10;18;10.0;8.99;5.383;1.0
0.0;DF;2017;10;19;14.0;8.99;5.469285714285713;1.0
0.0;DF;2017;10;20;61.0;7.99;5.418032786885246;1.0
0.0;DF;2017;10;21;64.0;8.13375;5.4778125;0.703125
0.0;DF;2017;10;22;12.0;7.989999999999999;5.480833333333333;1.0
0.0;DF;2017;10;23;56.0;7.99;5.38;1.0
0.0;DF;2017;10;24;36.0;7.989999999999999;5.385555555555555;1.0
0.0;DF;2017;10;25;44.0;7.990000000000001;5.370454545454546;1.0
0.0;DF;2017;10;26;48.0;7.989999999999999;5.319166666666667;1.0
0.0;DF;2017;10;27;61.0;7.99;5.430819672131148;1.0
0.0;DF;2017;10;28;45.0;7.954444444444449;5.340222222222223;0.3111111111111111
0.0;DF;2017;10;29;28.0;7.99;5.311071428571429;1.0
0.0;DF;2017;10;30;31.0;7.99;5.221290322580645;1.0
0.0;DF;2017;11;1;87.0;7.990000000000001;5.324827586206896;1.0
0.0;DF;2017;11;2;51.0;7.99;5.2;1.0
0.0;DF;2017;11;3;53.0;8.763584905660377;5.698867924528303;0.4528301886792453
0.0;DF;2017;11;4;37.0;8.962972972972972;5.802702702702702;1.0
0.0;DF;2017;11;5;20.0;8.64;5.7475;1.0
0.0;DF;2017;11;6;47.0;9.096382978723405;5.597021276595744;1.0
0.0;DF;2017;11;7;30.0;8.723333333333333;5.688999999999999;1.0
0.0;DF;2017;11;8;45.0;8.923333333333332;5.495333333333334;0.4444444444444444
0.0;DF;2017;11;9;41.0;9.063170731707318;5.520487804878049;1.0
0.0;DF;2017;11;10;44.0;8.626363636363637;5.491818181818181;1.0
0.0;DF;2017;11;11;47.0;9.01127659574468;5.516595744680851;1.0
0.0;DF;2017;11;12;25.0;8.510000000000002;5.6144;0.4
0.0;DF;2017;11;13;51.0;8.891960784313726;5.390588235294118;1.0
0.0;DF;2017;11;14;60.0;8.139999999999997;5.315499999999999;0.0
0.0;DF;2017;11;15;75.0;8.136666666666672;5.434666666666666;0.32
0.0;DF;2017;11;16;46.0;8.14217391304348;5.33;0.30434782608695654
0.0;DF;2017;11;17;46.0;7.994347826086953;5.376739130434783;0.17391304347826086
0.0;DF;2017;11;18;89.0;8.00123595505618;5.418651685393258;0.5056179775280899
0.0;DF;2017;11;19;35.0;7.989999999999999;5.429714285714286;1.0
0.0;DF;2017;11;20;64.0;7.965000000000002;5.29453125;0.421875
0.0;DF;2017;11;21;48.0;7.989999999999999;5.317916666666666;1.0
0.0;DF;2017;11;22;58.0;8.09344827586207;5.234310344827586;0.9310344827586207
0.0;DF;2017;11;23;58.0;8.053965517241378;5.322413793103449;0.3103448275862069
0.0;DF;2017;11;27;112.0;7.016785714285717;5.197321428571429;0.38392857142857145
0.0;DF;2017;11;28;125.0;7.1339999999999995;5.29712;0.0
0.0;DF;2017;11;29;123.0;7.022520325203251;5.223577235772358;0.3089430894308943
0.0;DF;2017;11;30;135.0;7.061111111111116;5.260518518518519;0.25925925925925924
0.0;DF;2017;12;1;108.0;7.054814814814815;5.181574074074074;1.0
0.0;DF;2017;12;2;115.0;6.99;5.248608695652174;1.0
0.0;DF;2017;12;3;67.0;7.064626865671642;5.219402985074628;0.8955223880597015
0.0;DF;2017;12;4;91.0;7.099890109890111;5.283186813186813;1.0
0.0;DF;2017;12;5;106.0;7.065471698113208;5.204905660377359;1.0
0.0;DF;2017;12;6;118.0;7.049322033898306;5.205338983050847;1.0
0.0;DF;2017;12;7;142.0;7.05338028169014;5.266760563380282;0.3028169014084507
0.0;DF;2017;12;8;117.0;7.237863247863251;5.195299145299146;0.0
0.0;DF;2017;12;9;123.0;7.07130081300813;5.200487804878049;1.0
0.0;DF;2017;12;10;62.0;6.99;5.186290322580645;1.0
0.0;DF;2017;12;11;86.0;7.036511627906976;5.316511627906977;1.0
0.0;DF;2017;12;12;120.0;7.081666666666666;5.180833333333334;0.9583333333333334
0.0;DF;2017;12;13;112.0;7.150714285714286;5.13;1.0
0.0;DF;2017;12;14;108.0;6.990000000000001;5.190925925925926;1.0
0.0;DF;2017;12;15;49.0;6.724693877551024;5.251632653061225;0.16326530612244897
0.0;DF;2017;12;16;9.0;9.54555555555555;5.318888888888889;0.0
0.0;DF;2017;12;17;87.0;6.282068965517244;5.053218390804598;0.0
0.0;DF;2017;12;18;10.0;9.99;5.298;1.0
0.0;DF;2017;12;19;62.0;6.4482258064516165;5.198709677419354;0.0
0.0;DF;2017;12;20;12.0;7.989999999999999;5.336666666666667;1.0
0.0;DF;2017;12;21;20.0;7.99;5.414;1.0
0.0;DF;2017;12;22;13.0;7.99;5.240769230769231;1.0
0.0;DF;2017;12;23;13.0;7.99;5.313076923076922;1.0
0.0;DF;2017;12;24;34.0;6.342941176470588;5.0526470588235295;1.0
0.0;DF;2017;12;26;28.0;7.525714285714291;5.344285714285713;0.0
0.0;DF;2017;12;27;163.0;6.082024539877297;5.0865644171779145;0.0
0.0;DF;2017;12;29;25.0;7.11;5.414;0.0
0.0;DF;2017;12;31;9.0;6.99;5.391111111111112;1.0
0.0;ES;2017;1;2;26.0;8.02846153846154;4.591538461538462;0.0
0.0;ES;2017;1;3;28.0;7.96142857142857;4.598571428571428;0.0
0.0;ES;2017;1;4;26.0;7.99;4.600769230769231;1.0
0.0;ES;2017;1;5;44.0;7.99;4.593409090909091;1.0
0.0;ES;2017;1;6;35.0;7.990000000000001;4.594571428571428;1.0
0.0;ES;2017;1;7;34.0;7.966470588235289;4.591176470588235;0.0
0.0;ES;2017;1;8;17.0;7.990000000000001;4.583529411764706;1.0
0.0;ES;2017;1;9;25.0;7.99;4.591600000000001;1.0
0.0;ES;2017;1;10;30.0;7.99;4.591333333333334;1.0
0.0;ES;2017;1;11;39.0;7.99;4.58948717948718;1.0
0.0;ES;2017;1;12;19.0;7.99;4.609473684210526;1.0
0.0;ES;2017;1;13;29.0;7.99;4.586551724137931;1.0
0.0;ES;2017;1;14;28.0;7.99;4.589642857142857;1.0
0.0;ES;2017;1;15;15.0;7.99;4.59;1.0
0.0;ES;2017;1;16;32.0;7.965;4.594375;0.0
0.0;ES;2017;1;17;20.0;7.99;4.5945;1.0
0.0;ES;2017;1;18;28.0;7.96142857142857;4.585357142857142;0.0
0.0;ES;2017;1;19;31.0;7.99;4.58741935483871;1.0
0.0;ES;2017;1;20;33.0;7.99;4.598181818181819;1.0
0.0;ES;2017;1;21;19.0;7.99;4.6000000000000005;1.0
0.0;ES;2017;1;22;8.0;7.99;4.58625;1.0
0.0;ES;2017;1;23;29.0;7.99;4.5906896551724135;1.0
0.0;ES;2017;1;24;16.0;8.24;4.585625;0.0
0.0;ES;2017;1;25;14.0;7.99;4.589285714285714;1.0
0.0;ES;2017;1;26;16.0;7.94;4.58625;0.0
0.0;ES;2017;1;27;23.0;7.99;4.593478260869565;1.0
0.0;ES;2017;1;28;27.0;7.87888888888889;4.589259259259259;0.0
0.0;ES;2017;1;29;13.0;7.99;4.593076923076923;1.0
0.0;ES;2017;1;30;31.0;7.99;4.58741935483871;1.0
0.0;ES;2017;1;31;20.0;7.99;4.59;1.0
0.0;ES;2017;2;1;19.0;7.99;4.586842105263158;1.0
0.0;ES;2017;2;2;27.0;7.990000000000001;4.595555555555555;1.0
0.0;ES;2017;2;3;18.0;7.989999999999999;4.598333333333333;1.0
0.0;ES;2017;2;4;36.0;7.989999999999999;4.594166666666666;1.0
0.0;ES;2017;2;5;10.0;7.99;4.587;1.0
0.0;ES;2017;2;8;9.0;7.989999999999999;4.601111111111111;1.0
0.0;ES;2017;2;9;8.0;7.99;4.59625;1.0
0.0;ES;2017;2;10;19.0;7.99;4.587368421052632;1.0
0.0;ES;2017;2;11;22.0;7.99;4.591818181818182;1.0
0.0;ES;2017;2;12;11.0;7.99;4.588181818181818;1.0
0.0;ES;2017;2;13;17.0;7.990000000000001;4.586470588235294;1.0
0.0;ES;2017;2;14;23.0;8.1204347826087;4.591739130434783;0.0
0.0;ES;2017;2;15;24.0;7.989999999999999;4.595;1.0
0.0;ES;2017;2;16;11.0;7.917272727272731;4.602727272727273;0.0
0.0;ES;2017;2;17;38.0;5.99;4.596052631578948;1.0
0.0;ES;2017;2;19;22.0;5.99;4.588636363636364;1.0
0.0;ES;2017;2;21;26.0;7.79769230769231;4.589615384615384;0.0
0.0;ES;2017;2;22;13.0;7.99;4.591538461538462;1.0
0.0;ES;2017;2;23;18.0;7.989999999999999;4.59;1.0
0.0;ES;2017;2;24;20.0;7.99;4.589;1.0
0.0;ES;2017;2;25;15.0;7.93666666666667;4.592666666666667;0.0
0.0;ES;2017;3;1;10.0;7.99;4.586;1.0
0.0;ES;2017;3;2;19.0;7.99;4.597894736842105;1.0
0.0;ES;2017;3;3;32.0;7.99;4.59125;1.0
0.0;ES;2017;3;4;15.0;7.99;4.599333333333333;1.0
0.0;ES;2017;3;5;14.0;7.99;4.590714285714285;1.0
0.0;ES;2017;3;6;30.0;7.99;4.597;1.0
0.0;ES;2017;3;7;19.0;7.99;4.808421052631579;1.0
0.0;ES;2017;3;8;22.0;7.95363636363636;4.533636363636363;0.0
0.0;ES;2017;3;9;20.0;7.99;4.461;1.0
0.0;ES;2017;3;10;27.0;7.990000000000001;4.551851851851852;1.0
0.0;ES;2017;3;11;16.0;7.99;4.594375;1.0
0.0;ES;2017;3;12;13.0;7.99;4.591538461538462;1.0
0.0;ES;2017;3;13;22.0;7.99;4.591818181818182;1.0
0.0;ES;2017;3;21;43.0;5.26906976744186;4.595116279069767;0.0
0.0;ES;2017;6;2;24.0;6.90666666666667;4.68875;0.0
0.0;ES;2017;6;3;34.0;6.99;4.691470588235294;1.0
0.0;ES;2017;6;4;13.0;6.99;4.688461538461539;1.0
0.0;ES;2017;6;5;24.0;6.96083333333333;4.68875;0.0
0.0;ES;2017;6;6;34.0;6.96941176470588;4.690882352941177;0.0
0.0;ES;2017;6;7;20.0;6.99;4.688000000000001;1.0
0.0;ES;2017;6;8;33.0;6.99;4.6863636363636365;1.0
0.0;ES;2017;6;9;9.0;7.989999999999999;4.68;1.0
0.0;ES;2017;6;10;11.0;7.99;4.684545454545455;1.0
0.0;ES;2017;6;12;15.0;8.656666666666668;4.787333333333334;1.0
0.0;ES;2017;6;13;13.0;7.99;4.775384615384615;1.0
0.0;ES;2017;6;15;15.0;7.99;4.69;1.0
0.0;ES;2017;6;16;17.0;7.990000000000001;4.763529411764706;1.0
0.0;ES;2017;6;17;19.0;8.726842105263158;4.825263157894737;1.0
0.0;ES;2017;6;19;15.0;7.99;4.874666666666667;1.0
0.0;ES;2017;6;20;18.0;8.767777777777777;5.121111111111111;1.0
0.0;ES;2017;6;21;15.0;7.99;4.936000000000001;1.0
0.0;ES;2017;6;22;8.0;7.99;4.98;1.0
0.0;ES;2017;6;23;12.0;7.989999999999999;4.878333333333333;1.0
0.0;ES;2017;6;24;21.0;8.751904761904763;4.9957142857142856;1.0
0.0;ES;2017;6;29;6.0;9.99;4.9783333333333335;1.0
0.0;ES;2017;7;1;8.0;8.99;4.8275;1.0
0.0;ES;2017;7;2;5.0;9.99;4.976;1.0
0.0;ES;2017;7;4;6.0;9.99;4.98;1.0
0.0;ES;2017;7;6;7.0;8.56428571428571;4.978571428571429;0.0
0.0;ES;2017;7;9;7.0;9.99;4.975714285714285;1.0
0.0;ES;2017;7;10;5.0;9.99;4.978;1.0
0.0;ES;2017;7;12;16.0;9.365;5.026875;1.0
0.0;ES;2017;7;14;13.0;8.99;5.481538461538462;1.0
0.0;ES;2017;7;16;5.0;9.99;4.978;1.0
0.0;ES;2017;7;19;5.0;9.99;4.978;1.0
0.0;ES;2017;7;20;35.0;7.504285714285714;5.524;1.0
0.0;ES;2017;7;21;23.0;6.99;5.209130434782609;1.0
0.0;ES;2017;7;22;28.0;6.99;5.38;1.0
0.0;ES;2017;7;23;9.0;6.99;5.316666666666666;1.0
0.0;ES;2017;7;24;25.0;6.99;5.3724;1.0
0.0;ES;2017;7;25;22.0;6.95818181818182;5.370454545454546;0.0
0.0;ES;2017;7;26;19.0;6.99;5.1626315789473685;1.0
0.0;ES;2017;7;27;18.0;6.99;5.649444444444445;1.0
0.0;ES;2017;7;28;8.0;7.99;5.32;1.0
0.0;ES;2017;7;29;9.0;7.989999999999999;5.002222222222223;1.0
0.0;ES;2017;7;30;6.0;9.99;4.976666666666667;1.0
0.0;ES;2017;7;31;10.0;7.99;5.578;1.0
0.0;ES;2017;8;1;11.0;7.917272727272731;5.19;0.0
0.0;ES;2017;8;2;8.0;7.99;5.40375;1.0
0.0;ES;2017;8;3;13.0;7.99;5.166923076923077;1.0
0.0;ES;2017;8;4;24.0;7.989999999999999;5.767083333333333;1.0
0.0;ES;2017;8;5;13.0;7.92846153846154;5.918461538461538;0.0
0.0;ES;2017;8;7;23.0;7.95521739130435;5.736521739130435;0.0
0.0;ES;2017;8;8;19.0;8.516315789473685;5.569473684210526;1.0
0.0;ES;2017;8;9;16.0;8.615;5.314375;1.0
0.0;ES;2017;8;10;5.0;9.99;6.529999999999999;1.0
0.0;ES;2017;8;11;24.0;6.989999999999999;5.584166666666667;1.0
0.0;ES;2017;8;12;22.0;6.99;5.75;1.0
0.0;ES;2017;8;13;14.0;6.99;5.175;1.0
